"","ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","holidays","holidays_lower","holidays_upper","monthly","monthly_lower","monthly_upper","New Year's Day","New Year's Day_lower","New Year's Day_upper","weekly","weekly_lower","weekly_upper","yearly","yearly_lower","yearly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
"26",2016-01-26,421.455245729692,8.7011361236211,8.7011361236211,8.7011361236211,0,0,0,10.5324827311103,10.5324827311103,10.5324827311103,0,0,0,-7.284572539415,-7.284572539415,-7.284572539415,5.45322593192583,5.45322593192583,5.45322593192583,0,0,0,259.832145295022,615.111457496388,421.455245729692,421.455245729692,430.156381853313
"27",2016-01-27,421.848920901102,23.5179882272837,23.5179882272837,23.5179882272837,0,0,0,13.545509241002,13.545509241002,13.545509241002,0,0,0,-0.0488098418829077,-0.0488098418829077,-0.0488098418829077,10.0212888281646,10.0212888281646,10.0212888281646,0,0,0,274.716661339837,617.89368295199,421.848920901102,421.848920901102,445.366909128386
"28",2016-01-28,422.242596072513,44.7271846124315,44.7271846124315,44.7271846124315,0,0,0,21.6834835994428,21.6834835994428,21.6834835994428,0,0,0,8.60257394051554,8.60257394051554,8.60257394051554,14.4411270724731,14.4411270724731,14.4411270724731,0,0,0,289.838605053075,638.133782631269,422.242596072513,422.242596072513,466.969780684944
"29",2016-01-29,422.636271243923,34.4775293218034,34.4775293218034,34.4775293218034,0,0,0,13.6426879351151,13.6426879351151,13.6426879351151,0,0,0,2.17963056399213,2.17963056399213,2.17963056399213,18.6552108226962,18.6552108226962,18.6552108226962,0,0,0,275.884498499352,622.84994672458,422.636271243923,422.636271243923,457.113800565726
"30",2016-01-30,423.029946415333,17.0022743056652,17.0022743056652,17.0022743056652,0,0,0,2.63619272754315,2.63619272754315,2.63619272754315,0,0,0,-8.24983854997165,-8.24983854997165,-8.24983854997165,22.6159201280937,22.6159201280937,22.6159201280937,0,0,0,264.457098002653,607.965907267068,423.029946415333,423.029946415333,440.032220720998
"31",2016-01-31,423.423621586743,33.3046424835109,33.3046424835109,33.3046424835109,0,0,0,1.87069563443939,1.87069563443939,1.87069563443939,0,0,0,5.14769215528719,5.14769215528719,5.14769215528719,26.2862546937844,26.2862546937844,26.2862546937844,0,0,0,273.73515300474,628.412717258394,423.423621586743,423.423621586743,456.728264070254
"32",2016-02-01,423.817296758154,16.3242954802071,16.3242954802071,16.3242954802071,0,0,0,-12.969265287553,-12.969265287553,-12.969265287553,0,0,0,-0.346675728558192,-0.346675728558192,-0.346675728558192,29.6402364963182,29.6402364963182,29.6402364963182,0,0,0,258.348619659004,619.440960116143,423.817296758154,423.817296758154,440.141592238361
"33",2016-02-02,424.210971929564,8.0128570798731,8.0128570798731,8.0128570798731,0,0,0,-17.3655701341931,-17.3655701341931,-17.3655701341931,0,0,0,-7.28457253943639,-7.28457253943639,-7.28457253943639,32.6629997535026,32.6629997535026,32.6629997535026,0,0,0,255.289097696774,623.80249248482,424.210971929564,424.210971929564,432.223829009437
"34",2016-02-03,424.604647100974,29.5018600853801,29.5018600853801,29.5018600853801,0,0,0,-5.79990134997472,-5.79990134997472,-5.79990134997472,0,0,0,-0.0488098418848848,-0.0488098418848848,-0.0488098418848848,35.3505712772397,35.3505712772397,35.3505712772397,0,0,0,299.902805967401,628.446130885096,424.604647100974,424.604647100974,454.106507186354
"35",2016-02-04,424.998322272385,19.0053238878914,19.0053238878914,19.0053238878914,0,0,0,-27.306602680581,-27.306602680581,-27.306602680581,0,0,0,8.60257394051215,8.60257394051215,8.60257394051215,37.7093526279603,37.7093526279603,37.7093526279603,0,0,0,271.505214512666,618.049187771555,424.998322272385,424.998322272385,444.003646160276
"36",2016-02-05,425.391997443795,20.0353203780227,20.0353203780227,20.0353203780227,0,0,0,-21.8996337030273,-21.8996337030273,-21.8996337030273,0,0,0,2.17963056403967,2.17963056403967,2.17963056403967,39.7553235170103,39.7553235170103,39.7553235170103,0,0,0,245.796052507385,605.534619039236,425.391997443795,425.391997443795,445.427317821817
"37",2016-02-06,425.785672615205,25.5720100082981,25.5720100082981,25.5720100082981,0,0,0,-7.69114478981708,-7.69114478981708,-7.69114478981708,0,0,0,-8.24983854996935,-8.24983854996935,-8.24983854996935,41.5129933480846,41.5129933480846,41.5129933480846,0,0,0,270.392047047808,619.608000618724,425.785672615205,425.785672615205,451.357682623503
"38",2016-02-07,426.179347786615,7.14417141412611,7.14417141412611,7.14417141412611,0,0,0,-41.0176551923926,-41.0176551923926,-41.0176551923926,0,0,0,5.14769215529676,5.14769215529676,5.14769215529676,43.0141344512219,43.0141344512219,43.0141344512219,0,0,0,263.595047292109,590.657117182888,426.179347786615,426.179347786615,433.323519200741
"39",2016-02-08,426.573022958026,34.1359204065207,34.1359204065207,34.1359204065207,0,0,0,-9.81374012718209,-9.81374012718209,-9.81374012718209,0,0,0,-0.346675728551658,-0.346675728551658,-0.346675728551658,44.2963362622545,44.2963362622545,44.2963362622545,0,0,0,287.872342949914,634.761305322582,426.573022958026,426.573022958026,460.708943364546
